"kw20.BHI1.F"	"kw20.BHI1.G"	"kw20.BHI1.H"	"kw20.BHI2.F"	"kw20.BHI2.G"	"kw20.BHI2.H"	"kw20.BHI3.F"	"kw20.BHI3.G"	"kw20.BHI3.H"	"kw20.MIV0.A"	"kw20.MIV0.B"	"kw20.MIV0.C"	"kw20.MIV1.A"	"kw20.MIV1.B"	"kw20.MIV1.C"	"kw20.MIV2.A"	"kw20.MIV2.B"	"kw20.MIV2.C"	"kw20.MIV3.A"	"kw20.MIV3.B"	"kw20.MIV3.C"	"sxyx.MIV0.A"	"sxyx.MIV0.B"	"sxyx.MIV0.D"	"sxyx.MIV1.A"	"sxyx.MIV1.B"	"sxyx.MIV1.D"	"sxyx.MIV2.A"	"sxyx.MIV2.B"	"sxyx.MIV2.D"	"sxyx.MIV3.A"	"sxyx.MIV3.B"	"sxyx.MIV3.D"
"gene-HI_0078"	373.47	331.63	347.24	299	312.36	319.32	330.68	296.61	279.6	361.32	323.23	344.91	339.95	273.55	282.94	236.79	348.08	207.92	331.17	304.18	180.87	361.92	375.1	364.7	294.67	318.32	315.91	253.21	271.79	244.04	379.26	326.14	284.39
"gene-HI_0079"	734.7	711.79	730.86	825.65	890.4	852.55	871.54	757.18	886.33	803.5	768.34	879.55	762.11	722.05	761.36	808.95	483.21	746.04	905.62	462.7	490.83	775.94	767.46	929.15	831.99	821.25	948.72	866.4	870.87	629.21	1029.75	882.24	882.85
"gene-HI_0080"	512.14	549.73	549.68	646.23	657.33	658.42	638.19	662.85	707.12	518.79	490.72	630.1	258.34	453.13	495.73	559.67	233.97	443.77	626.56	300	354.57	585.51	331.43	639.74	494.38	307.06	636.01	518.87	354.23	454.81	706.99	394.68	617.12
"gene-HI_0081"	281.3	302.7	300.23	201.58	187.08	171	158.59	220.08	171.61	187.1	225.7	117.87	90.65	75.53	99.55	68	76.86	62.54	131.03	74.11	80.34	178.33	165.31	128.39	107.29	96.8	99.16	89.64	90.7	77.11	104.31	106.37	121.29
"gene-HI_0082"	51.46	63.24	56.03	49.52	39.77	37.77	44.16	58.43	48.27	59.1	58.68	45.31	64.34	93.53	86.37	122.31	229.3	125.55	113.52	93.46	126.44	48.78	56.17	34.03	64.33	55.64	80.23	109.18	111.93	108.64	119.38	95.22	86.02
"gene-HI_0083"	86.98	84.4	85.14	51.3	44.72	46.04	36.19	48.91	36.1	54.88	52.64	53.82	37.74	46.49	67.07	61.04	95.82	93.6	75.03	102.88	221.14	63.66	53.13	52.32	37.05	39.24	55.34	64.28	48.67	80.42	68.59	54.93	58.38
"gene-HI_0084"	848.58	760.54	1004.92	685.67	649.96	655.86	829.66	627.68	508.01	1274.41	874.43	711.2	1211.9	971.6	779.9	1207.61	941.25	802.82	1025.9	1293.06	1717.01	1442.26	1286.56	751.34	1231.13	952.88	974.97	1367.56	1062.59	705.68	1109.39	811.84	742.67
"gene-HI_0085"	308.21	289.42	284.77	215.36	240.13	232.9	253.06	239.34	235.66	231.61	243.5	252.99	355.65	332.18	339.39	286.02	318.46	252.32	297.87	199.16	82.57	217.11	233.92	286.66	270.31	319.54	354.33	246.31	300.2	310.17	241.52	321.81	338.58
"gene-HI_0086"	357.18	325.52	330	285.55	280.96	289.13	296.7	286.42	263.18	309.14	297.75	294.93	351.78	342.43	338.05	260.09	324.74	233.19	305.15	254.23	116.58	243.15	302.17	348.53	282.47	311.03	365.93	247.34	287.57	304.24	238.44	289.04	317.9
"gene-HI_0087"	357.81	351.26	334.07	151.21	186.13	205.18	144.92	155.67	177.96	234.53	228.05	243.24	273.68	277.13	235.66	214.34	319.45	195.99	188.87	134.48	59.29	288.32	351.68	205.72	212.83	267.01	172.66	173.05	202.29	211.81	164.75	198.02	170.61
"gene-HI_0088"	406.89	384.4	373.87	145.58	190.68	205.69	150.92	164.96	158.9	247.76	249.51	240.04	336.64	348.5	302.75	316.05	439.86	286.78	238.95	207.89	94.06	309.52	363.87	226.18	260.86	302.47	211.82	253.11	260.62	283.46	197.46	231.21	195.3
"gene-HI_0089"	395.3	406.51	367.32	160.31	221.75	215.59	157.08	158.93	167.07	228.39	229.39	244.13	294.08	302.23	323.03	288.47	421.51	300.71	183.85	275.76	71.89	306.97	325.06	236.23	202.53	252.34	203.33	220.36	234.65	266.14	145.94	192.72	191.16
"gene-HI_0090"	183.31	212.83	221.2	176.94	204.75	177.6	174.05	212.66	206.97	226.61	195.25	158.19	339.8	320.42	259.91	302.83	306.72	295.93	217.38	225.01	192.15	183.37	193.9	151.58	250.92	246.61	197.41	290.52	276.58	261.44	193.97	209.46	205.93
"gene-HI_0091"	71.09	69.51	68.8	92.05	127.88	56.88	60.07	61.58	64.28	67.91	109.53	130.01	75.54	74.2	113.11	62.17	84.58	99.51	56.37	73.93	69.02	47.27	51.48	113.87	50.9	64.48	128.54	62.41	64.72	175.65	52.38	70.18	124.76
"gene-HI_0092"	57.92	54.28	52.11	108.76	164.67	61.85	64.61	71.27	100.61	60.33	97.79	168.48	66.86	48.6	95.5	51.51	65.55	86.05	65.55	72.43	118.57	43.08	50.12	161.84	48.28	51.46	153.75	66.85	58.64	177.57	65.02	61.55	132.06
"gene-HI_0093"	22.42	23.04	21.99	20.99	17.5	18.73	21.72	24.58	23.05	18.38	18.99	24.93	40.24	32.35	32.76	35.18	43.48	37.85	35.57	44.59	67.64	22	22.11	24.67	28.92	28.02	36.88	28.76	22.99	29.43	34.06	31.97	37.63
"gene-HI_0094"	103.73	91.29	94.41	94.22	97.49	103.48	119.69	119.21	127.69	140.24	122.73	97.75	191.37	183.99	205.09	163.02	290.89	189.94	206.81	335.37	639.96	115.54	114.63	111.09	170.7	141.56	151.12	233.48	192.98	201.18	232.85	180.57	193.13
"gene-HI_0095"	34.59	33.82	40.09	27.9	36.24	35.26	61.51	68.73	47.74	71.94	89.19	49.13	174.58	157.82	230.22	71.37	47.37	628.55	20.71	25.66	67.7	60.01	62.49	63.47	149.84	137.09	205.23	61.69	54.93	352.13	25.93	27.17	87.37
"gene-HI_0096"	8.28	10.3	12.93	10.22	11.96	10.9	10.47	10.13	12.87	6.54	6.43	9.02	2.19	7	11.63	10.39	4.85	5.09	9.54	7.27	16.21	11.1	4.74	12.03	5.99	3.64	10.65	4.79	5.08	9.67	16.24	5.53	15.38
"gene-HI_0097"	839.64	859.7	981.22	1032.47	1302.03	1160.72	2526.41	2370.62	2302.16	2193.17	2126.63	1568.74	6180.79	5126.49	6582.28	2851.12	2483.39	22736.52	655.05	988.15	8248.88	1381.45	1901.88	2503.83	4926.06	4736.18	6551.72	2627.81	2221.92	12583.79	509.8	614.66	2389.03
"gene-HI_0098"	100.67	106.91	109.38	90.84	75.64	79.95	118.32	131.44	84.07	178.67	205	98.24	195.87	223.24	264.54	89.72	128.22	412.03	85.58	126.17	148.76	106.99	122.76	114.69	200.63	168.75	186.12	101.53	93.15	223.5	78.56	76.09	96.48
"gene-HI_0099"	106.28	123.05	122.95	101.29	95.06	87.36	112.1	122.44	99.29	143.13	135.58	103.11	245.19	231.29	262.62	176.42	194.62	356.93	148.8	124.45	52.2	101.01	112.59	108.3	216.01	180.89	195.43	178.78	143.35	258.23	134.76	115.43	153.59
"gene-HI_0100"	106.39	94.85	104.33	71.51	76.74	65.72	75.78	96.79	91.14	44.7	56.09	80.67	54.16	54.39	111.99	50.2	44.24	94.44	49.02	36.11	49.43	42.18	39.71	84.89	48.35	48.11	105.64	44.36	40.58	93.61	46.1	42.46	103.11
"gene-HI_0101"	136.23	135.53	144.49	97.11	107.34	90.84	107.55	122.84	101.57	77.19	97.43	104.59	71.74	53.18	88.94	40.24	37.33	56.06	52.95	53.7	46.01	74	79.58	108.68	57.66	64.8	104.89	53.92	49.04	60.87	54.63	63.64	93.78
"gene-HI_0102"	200.72	211.09	193.3	142.33	152.03	137.39	138.5	160.27	151.97	145.86	153.07	153.19	119.04	101.19	118.89	67.16	89.47	80.37	114.26	120.95	98.81	130.01	141.09	164.84	113.41	134.08	145.99	85.1	92.97	81.94	106.23	114.3	113.38
"gene-HI_0103"	200.76	197.71	186.95	157.34	156.37	139.22	146.12	172.87	153.74	212.2	166.12	166.02	155	113.17	109.98	110.53	121.1	71.36	146.77	186.64	218.61	153.68	169.84	189.61	142.05	149.44	153.65	114.51	114.26	86.24	137.93	149.73	121.61
"gene-HI_0104"	259.11	252.64	403.7	38.31	122.27	132.69	96.88	76.88	70.09	198.47	96.5	185.19	178.07	233.28	252.36	30.54	55.49	77.41	89.93	48.42	94.99	228.43	222.64	131.72	237.79	149.51	837.63	49.77	60.79	155.13	80.74	83.63	162.94
"gene-HI_0105"	127.94	129.27	124.27	115.29	125.82	129.3	130.51	114.87	108.79	111.76	107.65	139.19	142.91	122.77	151.23	127.49	103.25	148.78	113.48	157.32	173.37	111.42	118.12	132.77	113.31	117.24	168.63	121	124.52	127.64	102.97	111.46	141.62
"gene-HI_0106"	288.08	242.72	261.54	189.77	189.76	181.42	207.64	208.54	196.12	148.55	165.09	227.48	169.92	145.11	222.29	191.88	136.67	240.06	137.12	160.78	275.5	144.6	142.21	235.76	144.32	152.31	226.36	159.61	175.21	170.83	143.12	159.7	192.53
"gene-HI_0107"	176.7	158.84	180.06	124.82	125.14	116.61	120.13	151.88	99.91	103.36	144.42	108.94	58.13	50.2	64.08	34.98	39.24	38.98	77.21	47.12	48.6	104.43	89.43	99.61	69.54	57.97	76.72	58.86	50.12	45.94	75.75	67.74	75.43
"gene-HI_0108"	68.06	73.01	76.64	68.14	52.51	57.83	60.39	57.51	65.38	63.52	55.38	37.95	77.73	74.27	81.47	82.59	161.09	87.77	90.44	185.01	374.61	77.72	82.73	55.7	77.34	76.83	44.62	103.74	88.69	75.67	92.56	78.64	68.34
"gene-HI_0109"	14.76	20.03	19.5	16.28	10.9	10.93	8.72	12.93	10.93	10.31	7.73	17.13	8.8	11.59	30.55	31.14	20.83	34.61	17.67	26.1	74.56	9.91	7.81	14.11	9.72	10.73	14.52	13.68	7.03	25.52	28.88	13.08	31.16
"gene-HI_0110"	600.43	583.73	561.77	512.75	524.46	504.68	534.82	520.23	537.1	679.41	549.16	528.48	700.1	688.3	543.56	561.56	610.86	491.06	494.47	511.44	562.38	547.96	631.3	575.85	573.09	606.89	565.2	555.96	569.91	466.2	466.62	489.11	419.84
"gene-HI_0111"	249.48	237.52	258.72	227.72	206.14	202.63	230.06	219.17	228.73	356.38	321.8	212.89	546.09	556.2	344.46	466.03	577.28	342.54	355.81	374.86	234.3	310.73	306.98	235.07	449.73	409.88	316.37	507.4	448.38	344.19	354.04	348.65	281.87
"gene-HI_0112"	114.48	102.58	110.33	109.41	83.88	92.61	99.47	86.03	83.98	117.86	127.53	98.02	143.12	195.53	125.43	171.08	144.88	127.68	129.18	107.94	61.07	114.77	60.31	100.19	144.28	83.56	126.22	132.24	99.61	151.95	114.88	92.22	100.07
"gene-HI_0113"	172.92	178.68	189.66	154.25	164.94	165.54	182.9	171.1	157.76	199.55	173.17	166.96	171.6	174.07	204.07	134.63	138.26	199.77	130.69	78.85	103.48	183.6	148.23	203.84	168.5	143.92	275.35	132.21	104.25	161.65	150.58	99.79	134.36
"gene-HI_0114"	60.52	56.47	56.45	82.36	69.52	88.01	109.84	96.6	117.33	33.55	27.12	86.44	18.25	28.8	106.98	29.47	25.51	88.64	53.22	47.48	221.01	57.52	21.8	80.57	48.41	19.42	74.96	26.88	14.76	55.41	95.92	23.76	100.07
"gene-HI_0118"	167.94	157.76	158.76	144.73	124.19	125.35	133.41	133.24	88.55	175.28	168.54	129.51	100.88	82.54	81.37	76.77	94.92	69.17	113.12	80.18	93.67	156.65	193.36	122.67	110.76	112.96	77.42	115.56	102.03	81.74	123.85	112.82	86.7
"gene-HI_0119"	1732.51	2050.28	1993.07	3173.28	3643.64	3380.73	3896.46	4191.86	4421.39	2630.86	2499.7	2927.65	3282.11	3815.48	3282.54	2414.49	2507.42	3465.38	2211.17	2411.55	1715.84	1900	2035.87	3171.97	2820.26	2613.37	4526.98	2414.24	2323.87	4393.54	1796.89	1903.62	2744.02
"gene-HI_0120"	208.37	197.88	189.29	145.08	140.5	148.01	149.47	133.38	123.55	218.81	215.78	165.91	126.53	175.39	146.76	145.62	136.71	104.96	160.92	48.86	52.77	198.64	154.62	165.76	170.61	130.3	161.35	132.09	107.37	103.11	184.18	137.86	126.57
"gene-HI_0121"	339.86	329.77	305	248.21	247.39	255.49	259.62	248.17	230.44	343.1	319.11	306.79	359.4	316.6	299.35	286.9	363.64	244.05	356.79	365.78	194.34	336.41	389.56	295.14	319.54	366.42	300.6	326.11	332.55	229.38	330.76	333.89	277.85
"gene-HI_0122"	79.11	79.15	69.76	58.12	72.95	53.65	49	99.38	92.85	48.22	58.94	61.42	66.41	60.24	120.4	69.74	72.26	88.05	78.5	85.19	74.93	45.09	28.24	78.53	63.43	46.08	103.88	63.19	45.65	72.85	66.15	59.43	99.19
"gene-HI_0123"	152.27	145.7	141.81	226.41	198.92	211.46	257.85	224.11	238.84	235.7	209.68	215.29	400.19	312.57	338.4	316.43	406.1	293.25	298.99	232.42	78.52	226.91	216.77	242.61	287.97	306.79	354.41	322.25	296.18	320.53	360.7	293.53	334.79
"gene-HI_0124"	1198.87	1171.89	1234.39	1172.26	1232.52	1208	1399.94	1230.41	1545.99	1428.35	1098.59	1317.88	2350.71	1934.42	2711.2	2637.02	1821.76	2536.68	1718.23	1789.11	1294.87	1429.14	1289.31	1458.96	2186	1778.97	2113.43	2475.31	2044.91	2131.17	1911.54	1456.34	1660.68
"gene-HI_0125"	61	55.37	54.04	26.34	23.55	26.83	21.93	17.86	16.05	21.41	21.08	35.38	281.56	256.23	294.83	381.18	148.74	361.05	506.16	124.55	119.03	20.55	21.53	31	421.94	385.3	293.31	483.63	531.43	194.18	535.17	586.82	390.72
"gene-HI_0126"	64.63	50.89	54.26	193.3	233.28	212.3	325.98	313.4	312.44	93	119.01	119.99	958.88	706.63	668.4	380.7	354.14	348.77	340.39	156.5	52.58	52.49	57.58	154.01	583.35	767.26	1049.02	426.78	520.52	397.03	367.59	424.62	440.67
"gene-HI_0129"	28.87	25.74	25.44	210.86	169.49	154.98	266.89	258.76	228.97	63.56	90.71	88.05	575.8	615.81	590.43	325.18	347.19	406.18	293.22	155.01	47	25.17	29.93	106.36	486.21	603.87	879.43	370.03	438.07	424.79	284.12	390.73	461.75
"gene-HI_0131"	37.98	29.27	32.16	462.25	330.08	326.28	647.21	629.09	723.09	165.66	245.49	171.33	4391.2	4565.91	3479.43	4011.65	4147.67	4047.93	1845.43	1855.12	617.03	64.14	94.49	175.32	2694.54	3124.97	2969.33	3436.21	3620.31	3310.18	1994.37	2196.86	2494.33
"gene-HI_0132"	924	959.94	976.99	976.09	904.07	868.85	872.19	887.08	910.78	1171.54	971.46	717.55	1278.4	1227.66	883.9	1130.27	1034.16	1037.63	823.25	1336.07	1105.67	784.36	933.22	768.62	1083.35	1020.58	968.97	1228.11	1279.89	892.61	735.16	767.9	859.04
"gene-HI_0133"	839.2	836.06	848.99	800.16	776.32	776.16	829.94	830.77	851.07	991.29	819.98	641.84	1053.17	965.81	824.28	1120.24	879.8	1064.33	731.92	856.71	240.34	644.35	697.04	745.44	907.47	885.44	817.06	1145.73	1132.32	765.82	770.74	728.2	800.97
"gene-HI_0134"	167.86	213.07	206.77	165.01	157.7	146.81	131.53	183.95	139.8	124.24	151.93	91.14	106.21	189.66	140.96	143.85	86.77	124.36	104.26	94.72	52.07	91.98	47.5	114.34	140.98	81.29	154.24	124.01	79.88	146.58	111.34	60.64	131.28
"gene-HI_0135"	78.99	85.83	86.12	89.58	67.21	58.03	75.03	86.02	71.97	81.11	94.96	51.11	116.28	113.77	90.44	107.89	124.63	80.75	101.33	82.74	39.5	59.68	47.82	61.74	112.07	87.02	80.94	137.26	100.37	88.07	98.44	81.45	82.05
"gene-HI_0136"	147.28	140.56	131.14	114.52	113.98	107.4	109.44	114.7	101.46	72.17	99.04	119.53	81.35	57.78	101.67	77.25	62.97	95.84	64.61	63.48	65.19	74.63	67.89	132.01	61.97	59.87	93.39	83.09	66.22	71.65	67.66	57.68	80.8
"gene-HI_0137"	173.21	157.82	168.65	127.2	138.25	134.65	131.54	129.7	153.8	112.41	116.52	149.56	114.8	110.11	167.58	108.52	102.13	147.42	102.49	120.14	143.24	108.96	97.58	164.46	106.84	93.17	141.74	106.06	91.25	115.02	100.83	95.58	120.71
"gene-HI_0138"	67.84	59.86	55.15	44.44	56.73	50.05	38.46	50.06	55.16	48.58	52.17	67.28	53.22	41.77	68.67	44.71	43.06	76.6	41.35	51.9	111.6	50.4	40.74	53.61	45.28	38.52	43.73	43.06	29.39	44.33	36.69	40.97	71.67
"gene-HI_0139"	7369.31	8379.27	8488.1	16372.41	18149.2	17406.65	16789.56	17457.36	20110.12	13330.46	13207.37	12413.31	34555.83	45822.03	31277.78	38075.87	49789.52	34610.42	27960.88	27180.21	12515.74	10202.91	9870.37	12443.23	34608.78	29595.37	29679.66	37584.13	38215.65	44015.58	24090.99	27924.77	27591.82
"gene-HI_0140"	162.84	154.43	130.3	104.07	114.7	107.82	117.11	119.25	90.37	100.51	100.88	98.06	915.26	1094.39	1091.64	683.99	617.4	570.96	362.12	176.11	103.73	66.29	73.28	101.92	652.68	676.97	755.56	684.99	699.51	606.37	265.92	345.89	310.76
"gene-HI_0141"	297.65	270.96	240.39	220.45	231.86	208.46	226.35	217.21	207.05	226.5	221.07	184.85	3220.96	4456.09	3248.58	2103.67	2709	1958.83	930.66	649.86	184.87	115.6	165.13	191.03	1995.18	2209.68	1864.75	2132.66	2168.41	2032.41	620.01	843.12	817.11
"gene-HI_0142"	299.17	272.38	241.92	273.73	296.72	261.24	307.85	320.62	281.17	315.67	296.56	234.04	5967.45	7756.49	4808.83	4191.54	5256.64	3792.55	1733.66	1780.94	210.92	171.61	226.5	239.05	3450.15	3761.93	2638.63	4230.48	4165.34	3386.86	1160.41	1544.79	1235.17
"gene-HI_0143"	78.27	56.24	59.15	50.38	42.74	42.87	41.64	52.85	45.19	38.43	42.85	44.7	330.43	346.78	373.86	242.6	219.29	235.98	135.29	115.03	53.44	25.02	27.1	45.06	285.46	237.26	246.81	285.7	245.01	188.66	103.9	109	108.47
"gene-HI_0144"	89.04	71.88	55.43	56.67	53.36	44.28	47.68	57	57.1	16.32	34.7	43.23	182.49	182.47	529.87	129.27	93.49	236.2	49.99	121.84	71.19	12.33	14.46	46.85	97.77	132.67	261.81	126.75	135.21	144.69	35.38	103.45	112.62
"gene-HI_0145"	129.8	118.61	94.92	105.12	103.11	82.33	85.14	116.77	103.75	47.92	70.43	73.33	735.56	720.94	820.69	496.01	459.74	687.56	210.86	321.75	209.37	34.89	43.57	76.54	469.68	534.49	523.64	577.18	562.89	374.43	169.9	241.17	200.69
"gene-HI_0146"	412.05	431.19	375.13	1170.52	1067.68	962.74	1189.55	1188.06	1059.98	736.51	718.98	648.05	14292.98	23806.67	16885.06	17801.46	22584.95	19437.91	8013.19	9930.35	6562.49	382.8	471.66	645.96	10659.09	10740.8	11273	16437.2	16013.37	18266.73	6050.09	7458.55	6986.92
"gene-HI_0147"	152.29	139.62	119.67	283.11	252	236.91	254	256.38	220.95	186.6	196.36	155.19	2061.73	3234.3	1699.22	1410.66	2221.05	1151.68	840.04	780.28	77.51	79.88	110.08	179.04	1573.08	2146.41	1515.44	1630.2	2169.85	1469.1	584.29	984.11	750.63
"gene-HI_0148"	119.3	109.58	90.26	211.55	203.01	196.86	245.74	222.74	185.76	114.67	147.63	152.14	3059.05	3771.61	4930.11	4529.85	4565.86	6825.81	2535.86	4320.53	6794.23	63.41	81.44	152.97	1688.21	1756.83	2285.07	3135.25	3346.22	7224.17	1570.92	2892.87	3866.38
"gene-HI_0148.1"	23.71	21.87	21.27	28.96	24.01	28.62	40.32	37.98	24.91	8.51	12.13	30.59	29.54	76.92	193.3	127.87	37.67	157.39	36.27	26.84	41.64	9.59	6.45	21.95	41.94	37.99	123.73	45.58	42.08	126.07	54.58	26.86	98.62
"gene-HI_0149"	16.07	8.92	15.18	16.73	15.89	10.29	22.43	22.07	12.42	8.76	9.64	12.31	41.95	90.5	87.26	75.53	52.14	69.84	34.81	25.14	28.06	12.1	9.49	8.87	76.64	30.95	63.06	75.51	52.41	58.44	28.06	26.83	52.77
"gene-HI_0150"	811.39	736.52	1080	346.15	465.01	492.98	419.24	402.22	345.46	541.93	435.84	520.69	610.26	651.05	570.89	236.07	325.76	285.96	415.46	171.59	237.2	634.52	663.55	553.65	625.85	513.68	1112.74	277.13	343.14	378.78	402.59	400.42	474.16
"gene-HI_0151"	725.02	710.49	922.34	349.76	444.16	444.56	399.87	361.51	319.62	648.2	510.11	497.49	927.58	927.48	735.34	354.34	514.19	366.61	508.71	356.99	350.69	743.92	829.06	469.98	782.28	710.56	1110.59	385.43	464.66	458.16	449.53	515.02	509.31
"gene-HI_0152"	48.91	44.33	41.34	47.33	42.13	39.85	49.49	50.4	42.15	43.9	38	50.46	63.6	48.15	72.38	46.12	67.98	63.48	50.96	83.62	103.99	38.02	30.79	46.68	46.35	36.78	66.87	46.81	35.53	57.52	47.56	40.02	83.01
"gene-HI_0154"	3658.67	4035.98	4346.51	5936.51	6130.53	5332.61	7178.81	7368.29	7468.26	7897.54	6167.84	3795.76	1662.42	4832.46	5679.33	5758.79	1659.4	4505.05	5704.15	6372.98	14252.93	8967.19	1184.7	5154.59	6556.66	926.06	4311.14	9370.52	1082.76	3952.31	7029.31	981.09	3987
"gene-HI_0155"	1885.93	1862.45	1832.27	1742.7	2001.25	1866.03	1901.94	1897.69	1894.94	1741.52	1512.92	1916.89	1862.54	1515.05	1971.31	1082.47	1517.24	1361.14	1652.99	1518.81	835.78	1414.05	1499.6	1851.76	1533.5	1492.5	1813.77	1210.77	1300.39	1652.66	1423.35	1378.09	1710.3
"gene-HI_0156"	841.45	747.52	715.35	736.62	758.04	738.17	711.17	620.5	662.86	160.71	319.74	770.52	98.91	85.27	315.49	115.13	119.74	243.65	116.34	128.9	644.08	155.26	161.21	769.94	87.33	109.35	301.61	121.64	112.59	241.28	129.72	149.81	343.78
"gene-HI_0157"	754.24	708.63	645.18	615.59	510.83	505.04	487.1	479.11	306.71	545.45	655.39	548.21	190.22	158.46	193.06	116.77	106.99	148.16	257.28	124.6	179.76	563.62	593.99	499.65	292.55	279.61	182.41	193.76	221.79	115.8	231.86	251.28	181.99
"gene-HI_0158"	2963.97	2765.05	3017.79	4093.17	3069.18	3532.97	3677.79	3172.77	3001.47	4631.21	4344.2	3434.07	2242.88	2029.85	1487.5	1655.88	1389.91	1252.2	2650.11	1654.82	1276.95	5046.07	4913.73	3039.45	3006.66	2927.15	1826.89	2518.05	2119.15	1231.61	3404.15	2660.98	1755.23
"gene-HI_0159"	3392.01	3270.03	3300.72	4650.77	3960.39	4011.74	4305.87	3811.93	3415.67	4281.86	4041.81	4346.46	1980.51	1704.73	1470.77	1428.33	1242.44	1237.74	2622.67	1427.9	1546.7	4754.76	4883.3	3848.79	2609	2809.81	2006.3	2114.04	2116.34	1290.69	2864.73	2698.81	1796.17
"gene-HI_0160"	386.49	376.3	374.96	299	289.43	302.71	276.27	250.97	203.16	388.75	346.94	315.38	104.16	103.83	80.6	84.22	47.42	85.8	157.86	44.55	71.38	490.13	452.03	346.95	175.39	184.08	108.82	146.22	141.49	64.26	180.58	166.88	96.2
"gene-HI_0161"	194.3	187.23	198.09	196.79	198.96	183.75	246.61	249.5	236.96	248.18	263.93	228.4	260.42	243.3	216.51	243	280.86	226.56	332.48	343.98	222.79	189.23	234.24	228.96	226.69	231.24	261.26	236.01	271.6	217.81	291.92	330.21	308.21
"gene-HI_0162"	288.24	245.42	254.71	280.78	281.22	300.68	356.93	351.54	456.07	357.37	317.95	227.15	471.49	449.13	347.4	341.6	401.1	300.83	400	403.92	280.13	329.33	344.49	334.55	354.21	385.66	383.67	330.25	347.66	243.66	398.17	406.76	356.01
"gene-HI_0163"	119.31	132.55	133.87	143.1	98.67	116.42	131.21	118.51	114.85	89.85	85.38	112.39	55.37	97.4	143.72	194.06	53.69	136.32	123.56	96.62	112.81	120.12	31.53	126.67	94.91	57.98	153.74	107.45	52.71	119.61	206.72	63.45	170.32
"gene-HI_0164"	1217.35	1228.88	1165.52	1275.09	1166.91	1227.72	1142.68	1338.68	1148	633.58	844.43	1110.28	405.09	378.99	781.08	369.07	326.32	609.06	531.96	508.1	420.73	576.38	507.63	1179.54	482.73	402.27	805.94	419.24	413.49	770.58	421.48	633.59	978.39
"gene-HI_0166"	898.51	859.33	846.44	745.03	758.25	804.1	765.59	945.59	758.6	855.36	873.34	736.01	544.52	497.46	466.45	413.38	506.24	278.08	676.39	362.39	135.99	712.5	782.93	806.47	640.07	661.26	537.4	505.08	624.34	416.37	620.3	823.78	604.2
"gene-HI_0167"	821.1	662.19	696.2	571.3	576.56	679.65	647.55	738.57	651.3	821.69	805.55	653.51	549.67	456.16	364.44	313.36	412.56	182.29	573.08	202.35	92.11	620.29	687.34	759.44	586.18	593.86	505.81	423.95	561.88	311.75	534.84	708.55	479.64
"gene-HI_0168"	624.55	605.22	590.55	493.57	504.88	559.61	491.16	671.53	546	636.06	627.6	536.49	338.2	396.18	308.55	282.41	312.74	186.13	507.49	214.4	92.51	518.09	415.26	587.13	479.37	372.26	438.21	373.9	388.01	281.41	446.9	520.5	404
"gene-HI_0170"	529.23	553.96	530.42	473.72	476.22	521.93	455.48	608.56	544.29	414.18	515.2	497.12	249.2	260.61	276.67	203.85	206.23	159.86	354.92	136.69	80.31	373.24	395.95	518	314.43	340.91	397.3	245.3	305.26	215.37	307.06	424.59	369.24
"gene-HI_0171"	1006.9	954.8	929.74	871.85	943.16	967.19	879.26	1126.57	976.29	669.31	728.73	842.92	428.71	360.15	471.71	309.91	260.68	288.76	489.77	185.76	155.74	572.57	632.95	981.23	457.36	546.02	713.41	386.85	445.3	348.65	490.03	651.93	656.73
"gene-HI_0172"	394.01	375.75	371.74	311.42	355.42	351.82	319.69	440.4	347.68	337.63	332.86	322.32	188.78	170.4	165.96	116.81	98.58	99.02	179.79	71.65	64.51	301.07	321.39	387.94	238.87	265.26	280.34	140.6	185.45	107.86	163.8	214.26	218.82
"gene-HI_0173"	398.86	328.85	304.68	317.3	359.27	369.12	426.13	432.07	340.01	464.63	368.75	348.37	287.8	213.89	193.33	212.16	133.15	138.07	241.72	86.54	92.88	407.02	477.85	415.55	355.24	370.63	308.08	292.74	254.03	152.21	334.26	251.17	253.06
"gene-HI_0174"	214.77	207.42	194.73	113.37	143.94	147.62	139.28	142.83	149.71	179.44	150.35	137	65.78	64.23	68.29	50.26	57.9	59.25	105.7	32.6	60.86	210.43	223.56	173.83	115.2	117.07	78.66	85.68	94.26	59.44	110.6	121.4	105.21
"gene-HI_0175"	174.44	178.53	186.07	116.97	120.05	118.7	112.48	119.42	97.06	141.89	154.51	115.35	100.35	98.42	93.32	76.44	82.12	82.67	97.92	89.47	65.23	136.03	145.89	111.71	114.17	103.2	85.53	102.91	106.96	75.31	81.23	88.09	77
"gene-HI_0176"	282.21	267.29	282.74	195.08	191.54	207.39	180.25	173.68	149.71	270.94	274.31	205.41	177.27	168.04	132.82	132.21	146.72	121.41	153.55	167.49	153.42	243.14	288.53	194.58	176.49	203.72	126.33	156.65	185.29	95.56	130.84	147.82	108.77
"gene-HI_0177"	490.09	535.54	571.48	628.34	574.76	545.45	604.74	616.79	640.3	679.47	617.96	471.62	588.56	748.32	532.98	606.06	599.91	575.97	748.56	642.73	496.15	607.3	520.09	544.81	680.5	530.51	587.57	645.1	530.94	551.87	761.01	619.85	617.47
