transcript_id	kw20-BHI1-F	kw20-BHI1-G	kw20-BHI1-H	kw20-BHI2-F	kw20-BHI2-G	kw20-BHI2-H	kw20-BHI3-F	kw20-BHI3-G	kw20-BHI3-H	kw20-MIV0-A	kw20-MIV0-B	kw20-MIV0-C	kw20-MIV1-A	kw20-MIV1-B	kw20-MIV1-C	kw20-MIV2-A	kw20-MIV2-B	kw20-MIV2-C	kw20-MIV3-A	kw20-MIV3-B	kw20-MIV3-C	sxyx-MIV0-A	sxyx-MIV0-B	sxyx-MIV0-D	sxyx-MIV1-A	sxyx-MIV1-B	sxyx-MIV1-D	sxyx-MIV2-A	sxyx-MIV2-B	sxyx-MIV2-D	sxyx-MIV3-A	sxyx-MIV3-B	sxyx-MIV3-D
gene-HI_1388.1	828	956	802	1489	784	745	824	957	793	122	262	347	1554	2615	5707	3791	4178	6873	429	86	172	213	171	607	949	1067	4111	498	511	1280	651	957	1895
gene-HI_1389	1984	2404	1928	2921	1651	1473	1437	1901	1287	481	889	738	6868	11174	13067	20394	26085	17144	2382	731	409	1042	828	1299	4723	5094	8966	2604	2764	2839	3589	4575	4197
gene-HI_1389.1	2595	2650	2408	2937	2064	1466	1990	2086	1547	838	1170	832	8936	14506	16915	23936	25537	19276	3093	797	462	1406	1083	1644	6549	6530	10426	3348	3573	3006	4306	5916	4618
gene-HI_1390	44	35	27	26	22	14	20	17	16	6	11	11	58	160	203	259	161	200	37	11	9	15	9	17	59	45	87	39	33	35	51	42	50
gene-HI_1391	18399	21080	19093	20943	19039	16124	17453	20374	18864	7909	11012	13147	8958	10642	14247	9569	9818	15104	8417	5587	2372	14254	11514	19799	12785	8904	16636	12135	12097	16066	10151	10725	16624
gene-HI_1392	3520	4609	4244	4022	4860	3818	3855	4746	4718	1588	1699	2821	1608	4529	4195	3122	2723	7026	2043	4077	641	3817	1505	4421	2626	1501	4562	2701	2749	5710	5470	2185	5313
gene-HI_1393	1816	2292	1990	2223	2457	2020	2249	2267	2365	665	757	1506	728	1395	2263	1285	840	2851	771	642	256	1121	614	2481	1148	567	2644	1177	812	2539	1365	787	2107
gene-HI_1394	1786	1992	1777	1798	2143	1656	1848	2033	1922	1249	1432	1295	1532	2230	1822	1597	1416	2068	1243	1346	413	2049	1623	2076	1993	1338	1701	2055	1992	1848	1677	1542	1574
gene-HI_1395	968	1037	1074	1252	1337	1073	1188	1290	1217	879	1061	771	1006	1413	1002	1167	896	1256	794	1054	392	1503	840	1198	1425	700	934	1390	1108	1075	1233	812	866
gene-HI_1396	295	386	327	442	501	394	378	448	483	373	455	290	377	626	425	527	416	584	386	637	254	650	351	407	717	291	390	731	456	442	552	386	387
gene-HI_1397	1556	1857	1621	2333	2304	1777	2160	2217	2254	1917	2212	1253	2273	2896	1653	2339	2094	1811	1763	3010	1479	3495	2550	2031	2933	1686	1626	3047	2486	1478	2397	1978	1559
gene-HI_1398	1774	2044	1908	16296	14003	10481	15280	16711	16086	2762	7287	5987	34851	63722	34047	36701	48129	34062	20272	21628	3721	3023	3015	9697	37079	28872	38851	38350	45868	60272	19170	26808	30806
gene-HI_1399	825	1029	1032	1498	1354	1001	1059	1245	1242	1258	1171	594	776	1546	606	655	774	482	676	695	267	1702	1051	1135	1385	733	1189	885	815	740	758	648	877
gene-HI_1400	677	665	619	585	579	469	589	594	609	221	375	410	497	682	1164	491	606	881	389	542	323	356	336	666	490	424	939	540	573	950	535	635	1274
gene-HI_1401	1087	1202	1083	1321	1317	1044	1168	1370	1106	838	932	741	1690	2572	2494	2033	2083	2416	1468	2011	627	1367	886	1549	2250	1469	2228	2227	2005	2406	1723	1951	2379
gene-HI_1402	66	73	62	49	58	37	41	49	41	59	48	19	51	54	64	47	42	63	38	54	51	88	41	53	54	41	52	65	55	48	33	56	117
gene-HI_1403	63	80	68	79	57	26	48	42	35	49	58	25	58	68	47	40	88	86	50	51	67	72	64	47	50	48	32	83	66	65	62	68	118
gene-HI_1404	12	10	11	15	14	8	8	7	15	8	3	5	6	4	8	5	11	6	10	4	14	12	6	14	9	8	12	12	3	14	13	9	17
gene-HI_1405	43	49	37	27	15	23	33	22	26	9	19	21	6	24	46	13	25	43	16	35	64	30	23	39	15	14	24	31	20	86	19	17	195
gene-HI_1406	168	163	151	194	159	168	211	135	165	201	182	139	202	274	265	165	276	241	194	288	270	417	322	283	376	224	211	343	281	247	252	192	216
gene-HI_1407	333	354	365	419	402	306	339	437	524	376	414	268	503	639	506	470	658	456	401	611	470	747	448	392	659	375	473	545	518	484	521	494	596
gene-HI_1409	68	63	74	78	75	32	62	50	50	44	45	54	60	87	86	50	65	73	72	59	59	135	92	60	87	76	91	55	52	88	101	83	206
gene-HI_1410	44	70	72	71	55	40	55	65	73	34	33	47	33	52	67	27	49	50	28	52	79	60	45	54	48	30	71	42	57	93	59	68	290
gene-HI_1411	14	8	10	5	11	17	10	14	14	15	10	2	10	17	17	16	23	5	27	18	13	11	24	10	32	23	19	27	19	21	14	10	66
gene-HI_1412	5	6	16	10	6	9	10	5	4	7	3	3	2	10	14	9	6	10	9	13	6	31	10	6	11	3	7	7	2	16	8	4	34
gene-HI_1413	29	37	37	38	34	28	41	24	31	34	29	23	23	30	20	26	16	27	17	19	28	78	70	16	36	27	17	32	38	15	25	34	19
gene-HI_1414	27	35	25	36	30	32	24	38	45	29	25	22	12	31	28	18	11	19	14	23	28	70	48	24	38	20	25	32	18	22	30	17	44
gene-HI_1415	77	56	57	57	47	34	18	33	60	33	57	25	45	36	32	18	26	44	29	39	57	79	69	63	50	37	23	25	47	47	25	38	137
gene-HI_1416	8	21	12	9	7	8	4	2	9	3	13	7	1	5	8	1	2	11	3	4	21	18	8	9	9	11	13	2	1	21	2	9	58
gene-HI_1418	298	419	401	314	265	193	254	189	208	199	185	231	225	319	282	507	645	674	402	861	691	462	293	389	371	252	191	598	513	329	447	470	473
gene-HI_1419	717	926	798	1116	934	705	876	813	751	1113	1286	727	1386	1986	985	1288	1429	1190	1125	1494	2515	1970	1547	1022	1875	1198	836	1574	1643	1077	1205	1338	1039
gene-HI_1420	735	914	785	942	740	703	683	643	643	963	1033	556	1462	2586	966	1990	1983	1830	1137	2501	2089	1568	1213	902	1895	1266	897	2198	1750	1338	1532	1516	1139
gene-HI_1421	245	290	291	189	157	116	107	138	99	162	243	114	161	332	250	284	231	328	223	341	296	359	164	137	296	160	126	301	240	195	307	213	193
gene-HI_1422	250	297	307	146	131	97	130	120	158	117	122	106	85	110	243	93	145	265	150	110	231	219	207	136	173	134	115	139	143	130	220	282	221
gene-HI_1423	142	154	130	35	32	20	20	34	33	47	69	52	36	46	99	34	43	124	58	23	108	139	79	42	63	44	28	75	49	28	75	66	57
gene-HI_1424	1855	2138	1713	375	429	250	281	292	243	295	486	379	219	227	627	145	206	759	234	93	701	862	672	456	324	260	216	338	291	236	472	391	334
gene-HI_1425	261	211	299	277	302	235	276	245	242	315	337	199	354	565	276	335	333	331	262	314	121	456	375	334	487	302	331	423	418	363	298	229	354
gene-HI_1426	5646	6259	5817	6807	5644	5144	5373	4539	4421	6828	6367	4431	6111	8639	3910	4287	4769	3668	3471	4380	2110	9609	8028	7976	7813	5434	5970	5558	5287	4225	3958	4251	3730
gene-HI_1427	1296	1585	1804	8350	8558	6290	11626	11588	9452	4826	8378	4790	4396	7973	3890	2933	1937	6076	2548	1427	2320	3019	3176	9090	11861	7073	8010	6766	5343	5001	3598	3644	6281
gene-HI_1428	267	309	273	251	198	158	170	200	213	157	212	167	3168	4161	3163	3721	3080	3467	3372	2425	426	284	200	214	4401	2492	2538	5439	5192	3851	3363	3708	4394
gene-HI_1429	613	584	577	433	400	295	321	352	310	261	273	241	6831	8857	9782	7365	5900	11047	6375	7401	2926	266	200	465	8172	5869	7716	9741	11437	10416	6348	9356	12689
gene-HI_1430	1817	2143	1523	3263	2431	2025	2500	3060	2691	980	1715	882	10803	19375	12692	22863	40185	11097	5545	1371	498	2290	2022	1566	8369	9078	7634	4705	5526	3029	6838	10291	5152
gene-HI_1431	5117	5756	4518	6930	5227	4078	4713	5814	5544	1835	3280	1813	18793	31357	24058	39554	69484	23936	10530	2810	1862	4208	3730	3278	14584	16846	15504	8104	10451	6209	12300	18711	11108
gene-HI_1432	2364	2980	2544	3361	2150	1942	1939	2346	1880	1313	2078	810	20447	36848	16298	46830	71416	27099	10258	3076	741	3004	2451	1469	13191	14522	8904	8504	10194	4865	13277	17150	8778
gene-HI_1433	2425	2616	2441	2867	2462	2093	2249	2372	2329	2568	2679	1652	2253	3784	2080	2596	2228	2212	1766	1994	956	3438	2714	3069	3300	1898	2238	2577	2458	2262	1702	1753	1730
gene-HI_1434	519	580	507	687	706	575	733	567	599	784	631	526	586	784	519	584	662	700	656	759	626	1340	1040	952	866	580	691	827	744	845	865	684	728
gene-HI_1434.1	1620	1681	1868	26567	20268	15830	29250	24387	26503	10470	9786	5932	49985	60610	36313	38202	31240	35375	24530	16153	7322	4775	4174	13234	57352	28970	40709	58820	39162	27361	34272	26473	22804
gene-HI_1434.2	378	429	426	341	406	311	287	359	359	296	325	233	166	326	240	260	128	234	141	135	35	472	275	388	356	187	291	318	228	224	209	137	227
gene-HI_1435	1748	1830	1809	1596	1755	1273	1398	1595	1463	1347	1642	1121	964	1340	845	880	623	799	595	504	143	2069	1727	1931	1504	1010	1129	1257	1221	711	672	780	786
gene-HI_1436	1048	1325	1169	1041	1332	913	940	1072	917	781	1079	783	610	820	487	625	340	544	393	349	75	1344	1012	1162	893	583	729	731	655	461	447	445	534
gene-HI_1436.2	54	53	64	62	53	48	53	40	55	33	39	34	17	44	32	24	14	26	15	25	12	44	38	65	30	16	40	26	23	35	30	22	40
gene-HI_1437	1744	1942	2025	2063	2043	1521	1740	1729	2047	1471	1689	1203	1341	1898	1082	1066	1079	997	767	799	551	2436	2265	1862	1833	1226	1407	1412	1410	1057	959	1067	977
gene-HI_1438	5344	6230	5656	5999	5156	4350	4884	4984	4807	5072	5754	3293	4395	6009	2765	3427	3418	2680	2755	2742	753	6796	6346	5402	5649	3739	4041	4617	4629	3338	2759	3155	2865
gene-HI_1439	8034	8745	8524	8477	7969	6738	7232	7714	6966	6230	7652	4917	5207	7625	4639	4800	4926	4610	3868	2760	815	7883	7349	8992	7158	5193	6434	6109	6461	5303	4433	4772	4714
gene-HI_1440	2454	2750	2575	2718	2503	2080	2049	2030	1423	2558	2575	1531	1249	1972	1071	1459	809	1523	1214	823	330	4172	2956	2802	2338	1300	1091	2263	2010	1052	1411	1526	1040
gene-HI_1441	3611	5058	4489	4890	4761	4042	3577	3861	2961	4265	4298	2761	1979	3417	1633	2935	1542	2983	2261	2198	830	7270	4116	4643	4070	1608	1836	3960	3056	1867	2507	2247	1863
gene-HI_1442	35814	39547	38214	52656	46437	37811	39001	39830	38545	38101	51606	29770	14600	20486	9011	9237	12272	6296	25292	31241	10258	75844	67936	43155	34745	28811	15671	21731	25318	11802	33549	39223	23942
gene-HI_1443	53220	58419	55816	76121	69198	55290	57878	57779	57773	51168	65281	42028	19264	26775	13630	12756	15752	9474	31859	44461	18486	94768	81478	67345	43736	34383	21941	27781	32377	17482	43109	48063	34890
gene-HI_1444	9711	11973	10812	2154	1724	1486	2977	2942	5368	1537	1530	10273	1483	1969	1236	1259	1516	1324	1249	1278	778	2616	2156	3224	1926	1234	1547	1570	1469	1456	1633	1463	1488
gene-HI_1445	1697	1889	1820	1194	1105	793	1375	1464	2137	517	708	1088	554	773	634	667	475	731	708	536	414	1016	561	1179	911	483	873	943	581	692	999	699	778
gene-HI_1446	861	1049	1096	868	781	546	902	1261	1632	249	381	612	112	283	345	256	132	321	289	140	139	415	185	765	383	148	489	307	218	319	358	292	399
gene-HI_1447	2556	3254	2929	1557	1534	1217	1667	1859	2280	1296	1689	2150	771	1277	703	971	700	913	898	520	399	2678	1880	2170	1694	997	801	1510	1116	618	1187	983	793
gene-HI_1448	3916	3916	3796	4865	4373	3711	4265	3941	3494	5259	5554	2188	5372	6908	3502	4181	4728	3787	2756	3186	869	6540	6807	4990	6409	4877	4211	5109	5690	3875	3437	4032	3271
gene-HI_1449	1474	1754	1632	2189	1951	1693	1700	1902	1633	2087	2343	806	1926	2894	1245	1621	1929	1328	1162	1049	251	2529	2425	1706	2594	1975	1541	2135	2229	1530	1315	1612	1263
gene-HI_1450	276	348	306	452	390	333	425	389	380	421	535	199	328	552	332	308	252	283	213	192	57	586	416	403	563	290	360	400	339	303	341	231	331
gene-HI_1452	253	279	272	260	244	214	231	281	282	154	228	107	195	242	222	159	165	183	241	174	148	257	141	274	268	162	198	264	235	213	314	252	329
gene-HI_1453	75	84	71	78	111	89	96	95	88	90	95	57	95	150	103	80	150	91	90	89	87	171	125	66	121	93	90	111	136	84	151	148	181
gene-HI_1454	56	45	52	37	48	48	66	80	69	71	97	38	72	145	78	66	119	107	96	83	89	121	116	69	127	86	74	90	100	85	138	142	186
gene-HI_1455	80	118	99	72	53	70	70	102	99	95	120	54	127	260	125	105	228	93	162	127	115	182	140	108	181	155	107	187	189	134	198	237	293
gene-HI_1456	322	340	315	530	506	405	506	531	526	2170	2391	1860	2450	4839	3547	3413	2672	3141	2814	4593	899	3914	2236	3876	4251	2783	6136	3482	3428	7035	5556	3384	7112
gene-HI_1457	455	381	374	823	667	498	851	645	650	4421	5085	3061	4609	12667	5502	6281	7121	5791	6718	11835	1917	7906	5053	5354	11225	6158	8588	9299	8019	11283	9185	8299	11227
gene-HI_1458	287	372	379	579	543	412	576	616	631	250	328	306	232	260	314	155	195	230	201	294	387	436	286	503	292	185	465	235	161	369	289	247	359
gene-HI_1459	1756	1911	1747	1509	1404	1057	1262	1341	1257	1281	1518	1291	744	1424	983	1120	765	827	1078	831	236	2581	1113	2952	1391	767	1745	1043	755	1260	1541	860	1402
gene-HI_1462	7676	9143	8280	8034	6877	5881	5906	5768	4964	6770	7048	4098	3025	4325	1913	2401	2672	1778	3339	1441	677	10907	10031	7351	5482	3825	3384	3508	3934	2383	3894	4544	3223
gene-HI_1462.1	7748	10533	9430	13611	16080	10367	11855	14316	15688	9166	11012	7502	10874	14685	10349	9080	7932	8479	6914	10332	13921	14477	11402	14511	12262	8745	9428	11936	12416	7210	8334	9447	8091
gene-HI_1462.2	330	344	374	369	440	297	380	526	512	121	198	200	267	375	523	398	296	467	268	256	66	116	96	432	380	212	491	504	410	565	415	378	663
gene-HI_1463	3843	4203	3925	3493	3504	2748	3286	3365	3106	1565	2486	2458	1884	2621	3421	1706	1537	2617	1300	1304	776	2146	2046	3943	2202	1677	3600	2063	2550	3152	1513	2342	4123
gene-HI_1464	2242	2321	2242	1942	1777	1385	1780	1807	1519	909	1149	1228	981	1582	1966	1314	963	1759	956	1182	1179	1605	1069	2069	1359	820	1764	1528	1354	1608	1424	1177	2150
gene-HI_1465	5191	5189	5439	3334	3810	2938	3384	3608	3168	2998	3660	2537	2434	3168	2789	1157	1282	1560	1661	1099	1054	5440	4595	4455	3513	2640	4462	1890	2190	1579	1840	3207	2772
gene-HI_1466	37	43	24	14	26	29	20	22	18	21	21	19	30	47	51	35	35	57	33	28	51	49	38	13	31	26	44	30	39	38	45	38	45
gene-HI_1466.1	163	176	174	241	209	193	172	241	263	150	189	126	138	338	278	225	315	259	216	318	202	287	132	241	254	122	235	242	150	289	347	209	318
gene-HI_1467	448	492	497	458	431	421	386	417	422	437	488	256	339	659	394	436	570	393	446	446	248	736	530	389	526	366	436	513	336	495	626	483	524
gene-HI_1468	109	138	113	127	121	97	82	145	136	126	203	79	109	212	122	118	175	113	182	225	112	306	173	97	245	127	125	214	148	137	283	220	206
gene-HI_1469	71	96	100	78	79	59	56	91	87	65	64	53	46	147	87	88	131	64	95	122	60	119	69	74	108	58	93	77	89	128	121	80	212
gene-HI_1470	231	256	260	214	180	141	165	155	169	170	196	125	196	199	182	140	238	159	339	336	120	243	224	164	238	173	159	188	223	234	243	270	530
gene-HI_1471	458	593	519	484	488	384	395	467	352	327	442	337	233	331	301	190	302	218	810	891	279	569	505	427	356	287	281	253	289	309	512	577	1304
gene-HI_1472	1237	1029	1034	1036	1009	778	1008	868	912	792	813	636	716	783	660	432	562	486	1755	1677	520	1259	1096	1026	907	764	893	665	754	661	870	1078	2874
gene-HI_1473	103	131	95	87	100	94	90	92	128	82	89	62	68	130	152	68	98	70	128	114	64	128	70	103	110	70	116	96	57	121	127	105	243
gene-HI_1474	43	48	51	27	37	36	35	32	56	12	31	18	19	31	48	37	21	27	43	22	39	64	23	32	18	14	25	24	15	44	46	20	83
gene-HI_1475	49	44	58	40	41	28	26	35	35	25	31	15	20	38	44	26	43	45	36	29	45	42	30	32	33	14	22	32	48	56	43	46	79
gene-HI_1476	1386	1778	1476	2073	2064	1636	1846	1761	1604	1717	1674	1215	1384	1707	1333	721	1195	676	1687	1049	372	2876	2392	2135	2224	1699	1705	1335	1260	1209	2045	2005	1729
gene-HI_1477	288	373	335	675	458	405	519	443	459	507	757	271	563	914	493	498	750	296	721	962	383	1053	906	492	977	581	351	841	596	398	1008	800	465
gene-HI_1478	869	2192	1231	453	387	294	360	358	299	637	773	507	1245	1627	896	1624	1552	1256	813	820	1719	501	614	710	731	724	674	734	1347	877	864	1136	686
gene-HI_1479	258	400	298	246	206	169	233	195	204	241	264	217	360	474	310	396	386	321	394	477	576	373	376	252	430	425	279	430	440	289	536	559	444
gene-HI_1480	727	995	744	912	619	485	656	729	737	684	673	466	1022	1289	673	858	932	691	911	1086	1025	1002	984	844	1237	987	890	1043	1147	881	988	1318	1047
gene-HI_1481	200	608	309	100	130	96	94	106	110	84	162	141	210	219	226	177	206	242	151	106	308	131	134	195	150	169	170	129	216	234	146	193	181
gene-HI_1482	79	228	162	38	66	33	40	43	28	31	48	70	41	78	102	50	46	85	36	50	72	37	39	75	30	43	53	56	89	79	37	68	96
gene-HI_1483	268	580	378	144	157	81	116	122	93	87	134	144	138	164	231	172	166	276	135	169	290	109	152	236	137	168	178	121	259	238	142	290	253
gene-HI_1484	68	160	107	41	44	21	23	33	35	17	31	35	26	44	52	29	29	83	28	43	71	12	31	52	32	21	63	27	60	72	16	71	77
gene-HI_1485	93	160	124	58	45	41	44	46	63	47	61	50	75	121	93	127	107	114	76	87	83	65	74	62	73	70	65	99	120	99	83	103	103
gene-HI_1486	92	154	130	38	52	25	42	52	60	42	48	50	92	91	64	75	84	116	63	60	68	43	72	67	62	67	68	82	107	78	65	97	80
gene-HI_1487	184	365	275	140	136	96	98	119	114	126	148	95	132	238	210	238	135	276	154	159	172	149	81	157	197	98	166	221	168	217	232	148	247
gene-HI_1488	236	510	319	129	158	138	125	108	110	209	162	119	276	375	173	244	244	244	162	141	191	217	209	235	193	231	217	201	240	192	203	240	150
gene-HI_1489	234	586	349	157	154	156	102	147	122	217	186	116	304	407	195	329	268	275	196	156	196	259	314	189	266	239	166	250	375	205	202	229	286
gene-HI_1490	137	196	131	87	87	80	97	84	75	93	88	63	71	126	90	84	82	101	96	137	96	160	150	121	111	92	109	117	99	110	97	125	110
gene-HI_1491	207	286	272	164	157	131	138	140	153	141	177	129	164	225	176	162	200	149	122	201	172	236	161	194	225	119	169	191	183	175	185	188	206
gene-HI_1492	3433	6094	6133	3443	3842	2923	2601	3747	3918	2648	2566	1472	1694	3697	1783	1823	2314	1847	1542	1946	1122	3502	2080	2884	2605	1422	2902	2025	1593	2298	1751	1598	2396
gene-HI_1493	177	264	202	54	41	31	12	30	14	22	44	76	56	55	101	56	39	78	29	29	53	34	39	91	72	56	68	91	94	75	64	106	42
gene-HI_1494	193	321	252	52	51	29	25	30	18	16	59	76	37	63	161	44	52	90	39	41	57	27	47	102	55	63	76	72	121	50	82	153	70
gene-HI_1495	108	177	155	25	24	25	13	20	18	15	26	57	21	35	86	18	14	44	14	17	27	15	29	64	15	40	47	31	60	35	22	105	57
gene-HI_1496	123	274	196	30	39	24	17	5	19	20	64	49	18	33	73	17	29	51	21	28	15	11	27	76	32	71	67	53	69	53	30	106	94
gene-HI_1497	52	79	60	14	8	6	8	7	5	6	17	23	7	13	22	10	7	14	8	9	10	6	10	25	3	24	18	16	25	23	18	32	25
gene-HI_1498	196	312	232	43	36	27	20	21	15	23	69	91	20	53	81	38	26	52	35	14	29	36	39	73	33	63	58	52	94	53	56	95	80
gene-HI_1498.1	151	263	182	35	46	28	22	22	15	24	37	58	42	52	60	29	30	41	38	24	59	27	34	66	44	56	49	50	70	53	39	79	58
gene-HI_1499	379	683	550	100	112	104	70	69	64	66	186	158	84	151	161	78	84	98	83	60	150	76	90	183	120	138	130	116	229	135	116	210	124
gene-HI_1500	984	1602	1207	323	252	228	238	196	145	137	361	501	186	231	428	167	166	366	168	148	438	177	249	596	215	302	334	239	477	352	270	439	415
gene-HI_1501	832	1414	1058	350	297	207	220	246	153	189	305	422	198	305	443	193	282	365	212	160	360	260	338	525	319	314	353	307	474	372	315	505	477
gene-HI_1502	568	956	742	226	220	162	175	184	216	95	194	261	159	186	451	127	138	456	93	130	501	183	183	322	169	173	194	174	209	271	216	234	345
gene-HI_1503	68	111	73	35	29	19	22	30	26	38	47	61	37	43	49	26	42	38	21	42	57	38	59	56	54	48	30	46	48	64	53	48	98
gene-HI_1504	5295	9929	7297	2139	2254	1385	1164	1326	899	675	2254	3150	905	1571	3146	1016	1143	3095	755	942	3795	626	868	5231	1156	1597	2413	1352	2222	2499	1224	2064	1487
gene-HI_1505	3814	6262	4946	1529	1485	1052	955	937	651	265	1395	2855	369	721	2822	499	621	2885	375	488	4161	237	341	3950	522	689	2031	614	1226	2164	753	1057	1375
gene-HI_1506	884	1589	1227	313	319	236	167	182	118	72	308	511	123	183	549	101	136	556	100	131	683	58	66	814	110	182	424	154	292	458	160	250	270
gene-HI_1507	242	409	343	95	78	86	66	54	41	27	101	175	33	62	177	40	51	173	46	46	225	21	33	215	43	77	139	59	118	156	63	102	109
gene-HI_1508	1245	1985	1783	522	464	348	318	329	226	161	550	828	246	425	838	294	353	889	235	269	1461	165	213	1251	269	322	591	360	592	774	481	562	510
gene-HI_1509	1452	2621	2210	490	519	371	319	378	208	227	595	773	275	452	748	251	347	771	264	238	1048	174	278	1327	380	385	639	320	571	698	413	580	535
gene-HI_1510	424	764	661	148	137	98	80	104	67	85	167	215	64	150	197	79	106	186	73	71	227	89	103	343	129	131	197	109	165	199	117	195	139
gene-HI_1511	3606	5765	4844	1241	1063	906	787	796	546	545	1339	1857	607	984	1674	597	767	1569	535	550	2115	448	681	2821	724	930	1434	763	1332	1681	762	1283	1053
gene-HI_1512	893	1402	1183	278	356	246	223	242	197	94	256	461	154	185	423	143	155	480	96	107	603	97	91	876	148	170	407	154	250	476	190	284	294
gene-HI_1513	785	1197	1010	283	296	226	198	255	156	56	222	473	88	143	476	113	123	558	73	99	609	73	67	701	122	156	395	124	218	525	156	222	302
gene-HI_1514	856	1403	965	323	346	250	263	313	320	103	283	489	180	155	667	165	162	574	106	148	629	160	185	806	213	214	463	184	274	504	254	293	568
gene-HI_1515	364	662	525	201	178	118	140	206	111	112	196	233	175	212	283	156	134	236	161	138	278	146	153	330	212	185	204	166	234	252	198	258	314
gene-HI_1518	618	990	838	447	394	338	302	337	341	400	419	386	413	519	453	294	304	445	265	198	423	1139	1023	578	879	756	310	542	587	312	548	563	252
gene-HI_1519	666	1276	951	319	253	199	192	193	192	161	243	419	168	200	397	170	184	349	111	123	401	256	285	456	241	225	265	239	217	269	283	311	210
gene-HI_1520	984	1429	1126	363	315	270	215	223	169	142	273	556	193	252	529	184	181	506	210	204	608	161	247	685	204	198	415	275	307	518	288	401	431
gene-HI_1521	196	380	283	63	57	51	47	43	42	43	59	112	46	71	116	27	59	97	34	32	138	30	43	172	57	38	80	75	54	82	54	78	84
gene-HI_1522	764	1118	775	298	317	206	174	270	230	127	184	327	124	178	494	120	182	301	110	158	456	146	157	482	192	130	374	166	152	299	173	176	460
gene-HI_1522.1	82	111	103	72	54	42	45	47	38	42	61	48	49	115	94	61	80	74	63	64	74	63	47	83	92	63	91	80	93	105	105	117	82
gene-HI_1523	821	1456	1142	647	605	477	425	575	505	407	701	533	706	1160	940	602	1011	831	650	830	736	620	706	839	863	776	677	1013	1092	882	958	1144	736
gene-HI_1524	13	16	20	30	28	28	34	36	31	24	18	16	42	75	47	63	53	59	107	67	10	34	21	31	85	32	60	72	43	73	70	44	158
gene-HI_1525	363	451	402	1065	840	638	1060	1108	1125	401	516	275	956	1585	1676	1091	946	1503	1713	3319	1520	626	382	682	1182	675	1757	1342	1171	1945	1193	1208	5379
gene-HI_1526	3422	3507	3249	3366	3297	2730	2864	2975	2499	2039	2565	2094	1966	2646	2491	1667	1662	2003	1316	1753	777	3154	2702	3958	2637	1844	2960	2083	2254	2360	1581	2048	2328
gene-HI_1527	2897	3655	3483	2597	2552	1961	1889	2088	1609	2023	2511	1509	1329	1842	875	1081	1193	918	1250	1320	626	3345	3195	2517	1933	1463	1123	1589	1697	823	1395	1670	1166
gene-HI_1528	6282	6806	6200	5525	5666	4197	4270	4972	4483	1910	2832	3485	1788	2238	3366	2108	1497	3664	1227	1890	795	3071	2291	5899	2283	1626	3202	2252	2276	3218	1462	1901	3091
gene-HI_1529	10068	11770	10436	10748	9616	7695	7922	9568	7988	8143	9649	5848	6474	10315	5521	6645	7798	5623	5689	6365	2474	10867	9898	10166	9399	6684	6564	8660	9404	6876	6123	7953	6686
gene-HI_1530	8134	9477	8835	8707	6832	5449	5478	6396	5918	3062	4788	4471	2657	5999	5601	5238	6431	7625	4321	6586	1884	5594	3412	8043	4274	2806	6860	4330	4304	9188	4478	5870	9081
gene-HI_1531	896	815	821	788	738	595	742	822	947	670	733	450	1025	1479	911	985	1114	912	729	1891	1144	1139	945	902	1298	928	1074	1125	993	949	925	883	982
gene-HI_1532	702	793	713	1271	1035	801	1147	989	962	1295	1228	610	1883	2517	1320	1587	1160	1028	1190	1113	288	2527	1325	1189	2806	1402	1737	2281	1475	1493	1431	1090	1084
gene-HI_1533	15704	16101	13600	20928	21306	17038	19072	20847	21236	4549	9707	13716	2752	3585	8437	1948	1621	4936	1738	3535	3258	7708	6849	22028	3087	2870	8566	2436	2924	5904	1754	3955	7213
gene-HI_1534	865	1090	1014	1571	1445	967	1058	1344	1213	1443	1219	620	1274	1795	693	1013	1236	768	833	1115	338	1920	1671	1325	1790	1160	1294	1360	1175	908	867	1026	954
gene-HI_1535	1311	1574	1300	1789	1644	1234	1535	1561	1281	1706	1649	954	1734	2144	1061	1154	1628	985	1096	1069	302	2173	2175	1624	2225	1623	1670	1540	1644	1106	1393	1477	1325
gene-HI_1536	213	276	255	310	256	227	266	221	228	229	252	157	261	313	168	225	269	147	167	164	82	310	301	326	373	254	302	270	274	185	217	253	230
gene-HI_1537	1867	2234	2006	2074	1878	1508	1663	1815	1446	1217	1378	1106	901	2619	1695	2204	1295	2250	1419	2400	651	1816	798	2049	2157	883	1842	2010	1094	2058	1876	999	2104
gene-HI_1538	1767	2195	2082	1963	1873	1538	1576	1753	1545	1443	1642	1002	1392	2266	1099	1144	1335	1095	1162	1313	410	1957	1358	1880	2045	1163	1609	1651	1286	1349	1404	1084	1310
gene-HI_1539	1647	2101	2074	2301	2202	1796	1626	2012	1769	1668	2061	1146	1423	3419	1405	1621	1306	1297	1341	1163	236	2337	1098	2146	2823	1187	2036	1811	1195	1904	1540	1046	1489
gene-HI_1540	2301	2979	2522	4159	3862	2860	2942	3818	2978	3607	3192	1899	4006	7795	3757	3732	3539	3250	2570	2424	382	4096	2717	3648	5968	3059	4456	3668	3090	4687	2609	2132	3145
gene-HI_1541	5190	6308	5945	5634	5411	4057	4339	5197	4734	2961	4038	3052	3198	3952	2931	2404	3124	2638	2575	2868	1740	5409	4188	5702	3878	2627	4137	3404	2945	3031	3051	3233	3625
