transcript_id	kw20-BHI1-F	kw20-BHI1-G	kw20-BHI1-H	kw20-BHI2-F	kw20-BHI2-G	kw20-BHI2-H	kw20-BHI3-F	kw20-BHI3-G	kw20-BHI3-H	kw20-MIV0-A	kw20-MIV0-B	kw20-MIV0-C	kw20-MIV1-A	kw20-MIV1-B	kw20-MIV1-C	kw20-MIV2-A	kw20-MIV2-B	kw20-MIV2-C	kw20-MIV3-A	kw20-MIV3-B	kw20-MIV3-C	sxyx-MIV0-A	sxyx-MIV0-B	sxyx-MIV0-D	sxyx-MIV1-A	sxyx-MIV1-B	sxyx-MIV1-D	sxyx-MIV2-A	sxyx-MIV2-B	sxyx-MIV2-D	sxyx-MIV3-A	sxyx-MIV3-B	sxyx-MIV3-D
gene-HI_0599	326	425	422	354	311	279	263	411	307	299	487	203	234	535	271	474	412	418	396	629	170	638	346	371	699	278	284	690	424	323	438	377	368
gene-HI_0600	7666	8271	7943	8079	7358	5423	6027	6838	6095	5418	7470	4852	5501	7002	4932	4778	4442	5679	3832	6679	5325	12495	10783	10505	9047	7186	6242	6672	7258	3997	4662	6436	6046
gene-HI_0601	1220	1512	1369	1899	1670	1173	1760	1960	1715	892	1052	806	6402	18724	16686	40263	15361	41227	3255	5227	2150	177	42	100	81	70	101	61	62	103	182	83	174
rna-HI_r07	7471	1679	1080	2395	2679	1027	2134	2927	3210	119	369	691	390	571	13533	335	576	1670	212	173	10439	162	168	1658	466	840	1028	775	236	5031	697	120	2727
rna-HI_r08	11275	5487	3138	6421	11124	2490	5323	11410	6756	349	1887	1488	1109	2459	19785	1022	2105	3390	690	667	14218	615	640	1536	1716	2726	1628	2440	676	14042	2569	406	7315
rna-HI_r09	3	3	3	4	2	2	1	2	2	2	1	1	1	1	4	1	1	1	1	1	4	1	1	2	1	1	1	1	0	7	1	1	31
rna-HI_t13	40	40	40	18	15	6	17	13	12	15	11	11	4	9	14	6	6	24	16	3	17	44	25	19	15	10	7	9	8	10	27	18	39
gene-HI_0602	6193	6435	6179	7688	7080	5711	6609	6368	5952	6804	7368	4396	6191	10174	4076	5823	6581	4265	5564	3466	766	8388	6806	8604	8799	5965	6269	7204	8239	5219	6517	7187	5237
gene-HI_0602.1	3998	5164	4499	5055	4889	3708	3911	4295	3653	2862	3109	2503	1796	4546	2561	3780	2598	3111	2649	2651	526	4082	1926	4712	3403	1829	3951	2925	2757	3893	3236	2436	3607
gene-HI_0603	7216	8824	7678	8320	8126	6543	6856	7214	6767	7094	7005	4275	5855	10600	5074	6577	7240	5782	5415	7133	2327	8724	6389	8175	8148	5664	6779	7516	8367	6982	5941	6854	6413
gene-HI_0604	6198	7152	7051	13047	12443	10046	10733	11353	8675	8975	14737	7610	4035	5042	2808	3629	4155	3150	4763	7930	1966	12713	10309	15251	6967	4405	2301	5322	5557	2443	6169	6956	4861
gene-HI_0605	3816	4468	4038	3730	3943	2896	3042	3220	3040	3075	2949	2549	2072	2277	1701	1558	1904	1348	2183	1954	694	3905	3689	4483	2954	2268	2931	2199	2434	1790	2227	3147	2552
gene-HI_0606	2424	2776	2543	2230	2192	1725	1761	1873	1689	1095	1519	1366	933	1041	1027	661	804	791	751	803	245	1311	1175	2544	1088	936	1704	824	992	1014	816	1432	1655
gene-HI_0607	1632	1796	1664	1529	1498	1203	1311	1522	1209	1053	1148	885	1133	1313	790	776	841	659	1167	753	240	1360	1086	1651	1376	976	1339	1044	1117	1004	1308	1536	1562
gene-HI_0608	2054	2169	2072	8589	5480	4593	8747	8591	8769	2834	4161	2517	45458	105793	42514	90085	104656	67010	36309	33771	14675	3329	2703	4092	45483	32524	39170	80088	88459	83313	53937	51418	53179
gene-HI_0609	3701	4520	4310	4880	4576	3798	4051	4016	3618	4527	3749	2602	9949	15427	6752	7747	11851	6436	10264	19539	3477	5252	4559	4807	11332	8442	8071	10915	12881	10873	10188	13250	11418
gene-HI_0610	1393	1867	1691	830	771	670	700	854	770	945	790	567	2415	4963	1896	3307	5852	2923	2323	2508	1278	1236	1159	908	2090	1943	1795	2588	3193	3644	2503	3260	2531
gene-HI_0611	399	353	410	310	313	253	293	291	275	347	316	221	1138	2193	672	1096	1870	822	845	825	255	468	407	303	954	934	743	1000	1258	1247	793	1470	1013
gene-HI_0612	215	215	232	170	145	146	146	126	137	159	118	103	569	1121	367	434	860	392	321	303	140	210	169	167	458	415	330	405	530	529	305	636	454
gene-HI_0613	509	537	573	432	379	320	411	444	314	346	344	249	1059	2025	910	882	1723	806	793	685	246	508	378	359	921	798	898	810	1004	979	761	1172	932
gene-HI_0614	341	402	380	585	483	383	511	500	471	385	443	233	3200	5811	2610	3643	6079	3584	1612	2066	429	415	380	436	1839	1948	2321	1992	2787	4051	1514	2599	2413
gene-HI_0615	569	754	744	733	595	516	559	614	624	613	622	324	572	1032	491	602	659	480	656	905	417	956	619	595	914	523	849	691	520	675	782	623	757
gene-HI_0616	11240	12003	10910	10078	8972	7362	7927	7628	6487	7422	9799	7046	4937	5856	4244	4758	4185	4209	4317	5623	1867	11405	10291	10665	6858	5107	5196	6034	6682	4198	5011	6219	5003
gene-HI_0617	3688	3719	3671	2636	2902	2320	2320	2262	2215	2377	2775	1782	1429	1809	1199	949	1139	970	1137	901	469	3243	3192	3317	1954	1500	1467	1539	1616	1153	1488	1532	1430
gene-HI_0618	1389	1596	1463	1267	1227	909	942	1120	1032	1285	1543	787	674	1096	553	587	679	446	673	468	153	1667	1462	1336	1207	716	721	908	858	560	896	865	782
gene-HI_0619	1651	2059	1803	1765	1757	1335	1527	1709	1530	1801	2139	990	2034	2540	1191	1351	1848	810	1869	1589	316	2575	2330	1685	2625	1791	1456	1927	2171	1403	2128	2324	1746
gene-HI_0620	8378	9509	8708	15747	14926	11467	10325	10925	10188	3604	10815	7558	4452	8669	9925	5131	5805	8122	5730	6816	1191	5148	2669	9272	6331	4172	15732	4625	4836	14786	6335	6753	14405
gene-HI_0621	4868	5572	5147	10222	10280	8369	7550	7837	8676	5203	12777	5106	3383	5218	2872	2546	3962	2255	3037	3993	1096	6960	5269	5604	4457	3239	4523	3133	3398	3196	3559	4526	3407
gene-HI_0621.1	513	556	595	424	660	444	439	550	505	427	360	302	323	471	494	283	341	430	265	423	244	575	346	578	435	326	486	359	366	340	379	430	539
rna-HI_r10	7418	1705	1086	2347	2746	1046	2130	2921	3189	121	384	663	391	566	13075	344	579	1662	211	170	10118	169	165	1659	473	821	1029	600	245	4985	655	125	2646
rna-HI_r11	11268	5544	3193	6436	11128	2471	5341	11337	6862	348	1975	1514	1127	2243	19668	1019	2135	3433	676	671	14337	630	632	1536	1660	2737	1647	2476	651	13817	2581	403	7217
rna-HI_r12	5	4	4	3	3	3	3	3	3	1	2	5	2	1	3	1	2	2	2	1	5	2	1	2	1	1	1	2	1	9	1	1	32
gene-HI_0622	5726	6973	6590	6646	6238	5008	4545	5460	4615	5039	5635	4349	2249	4347	3456	3164	2372	3411	2669	3340	1798	8535	4594	6971	4699	2296	3574	4129	3454	3242	2745	2822	3068
gene-HI_0623	12350	13141	12461	11359	10102	8127	7422	8309	6901	7362	8664	6454	3211	3928	3522	4396	4149	4960	2891	4183	1505	11796	9170	11073	4583	3155	3054	5303	5194	3778	3123	3693	2879
gene-HI_0624	8615	9893	9462	8651	7587	5802	5531	7000	6032	3208	4756	4639	1949	1946	3242	2745	2196	4279	1702	2227	1370	6014	4179	7997	2520	1775	2628	2873	2843	2987	1918	2811	2535
gene-HI_0625	6456	7708	7112	5740	6012	4343	4067	5449	6161	2025	2887	3253	1773	2282	3330	2602	2273	4836	1743	2431	1382	3709	2413	5565	2198	1519	2854	2615	2672	3083	2130	2628	2891
gene-HI_0626	1449	1676	1557	2019	1756	1341	1671	1828	1718	1017	1116	973	877	1202	1043	1245	800	1201	1154	750	425	1986	1073	1760	1327	799	1249	1578	1193	1024	1496	1184	1180
gene-HI_0627	912	1179	1234	1443	1470	1030	1235	1379	1243	414	445	695	341	615	881	1012	293	1134	548	334	232	738	299	1304	564	338	1387	517	431	923	1168	435	1063
gene-HI_0628	3053	3646	3881	7719	5237	3901	5315	6616	6419	4394	6122	3093	5597	7111	3988	4134	5752	4076	11917	6945	4515	6653	6527	5075	7858	5736	2779	7306	7831	5980	16110	15504	11673
gene-HI_0629	3430	4236	3869	10750	5812	4723	6929	7670	6661	5062	6284	3981	8128	11048	5263	6360	9664	6800	18193	8621	3537	7578	7918	6632	11393	7484	3846	9440	11444	10125	24043	25078	21471
gene-HI_0630	3357	3586	3610	6986	4844	3458	5011	5146	3540	3377	4430	2448	1736	4113	2201	2383	2240	2959	5935	2522	1212	4896	2776	4672	4600	1724	1696	3462	3055	3440	7633	5423	6200
gene-HI_0631	2340	2954	3302	2741	2591	1988	1925	2336	2066	2437	2611	1272	1545	2765	1915	1537	1716	1390	1705	2464	1011	3264	1704	2129	2582	1244	2335	1821	1303	1707	1945	1466	1663
rna-HI_t14	26289	25741	25827	29078	26136	21115	27654	21119	23852	23845	22837	15951	22003	35029	30232	30630	25032	28572	22728	52315	37414	36993	34068	30490	45689	29532	24084	46794	44935	32790	46383	38821	36302
rna-HI_t15	9076	10978	10881	11427	10152	8150	8619	8151	8409	8974	8952	6134	11172	15257	7810	12974	12686	9537	10270	18824	7493	15047	13612	10157	18244	13610	10033	17457	19773	15132	14661	16510	12180
rna-HI_t16	11101	14273	13790	13560	13054	10256	9704	9985	10219	9128	9605	6739	11555	18332	7897	13226	14370	9553	10767	22070	6852	16899	14962	12840	20125	15241	12129	18532	20607	18234	14116	17816	14056
gene-HI_0632	160921	186608	183662	171636	175777	146545	144773	136147	140387	149287	152373	115145	168218	259034	124859	169659	209758	151795	142501	279510	77457	223598	201321	180446	246035	190534	173855	241367	309829	263321	194859	254009	217214
gene-HI_0633	498	496	476	348	299	216	251	254	233	186	207	215	165	189	248	133	96	240	115	198	244	327	321	313	196	177	164	207	199	191	144	170	220
gene-HI_0634	1809	1881	1925	1672	1498	1260	1449	1285	995	1272	1310	1144	1315	1627	1378	1247	806	1468	689	1463	1003	2129	1812	1771	2035	1246	1447	1842	1739	1067	1014	925	1492
gene-HI_0635	1503	1745	1853	1133	1079	996	928	1198	1116	1039	1300	753	1449	2301	1497	1290	1644	1724	1291	1319	931	1921	1212	1683	2227	1204	2494	1833	1604	2603	1983	1627	2604
gene-HI_0636	955	1064	1089	1246	977	879	1004	942	1014	1301	1062	735	1182	2013	1147	2006	1456	1760	1424	1372	258	2268	1099	1151	2071	924	1190	2518	1496	1303	1886	1325	1178
gene-HI_0637	5367	5123	5336	4942	4621	3833	4534	4089	4340	5269	4443	3182	5904	7096	4312	5568	5550	4555	4972	4451	818	7131	5936	6170	7673	5290	4765	6809	7000	4503	6180	6244	4510
gene-HI_0638	1951	2465	2295	1814	1583	1280	1089	1309	1071	1747	1629	921	3127	4501	2036	2055	2585	1417	2008	3193	1131	1643	1393	1595	3613	2419	2268	2992	2812	2103	2124	2330	1900
gene-HI_0639	6155	7483	6427	6552	5349	4381	4173	4795	3953	5471	4506	3089	15025	22975	11278	12640	16211	10163	10476	12245	1008	4836	4411	6114	18160	11951	11678	15368	17239	14790	10221	13149	11802
gene-HI_0640	96585	99790	96096	124992	113491	86317	93343	86801	87332	50661	63135	76972	23416	23700	40568	8400	7858	10166	26696	24991	15023	122088	77347	110792	40631	27996	56562	15203	15968	22528	38318	40046	43679
gene-HI_0641	75134	70303	67781	78770	78028	60211	72112	58863	61317	33240	42121	57875	15031	16529	31436	5418	4449	7316	15911	15614	9465	83766	48270	81155	25583	18305	41457	8898	9530	14185	24836	25142	30645
gene-HI_0642	7626	9265	9265	8787	8260	6656	6665	7065	6812	8315	8047	5219	8110	10728	6019	5761	7132	4855	5723	7172	3651	12165	11062	9093	9524	6977	8177	7727	8350	6836	6540	7464	6433
gene-HI_0643	681	715	583	1302	1689	1076	1240	2036	1771	212	368	910	417	464	1701	570	529	1194	520	443	502	396	260	1503	600	365	964	602	568	1618	665	874	2045
gene-HI_0644	152	167	164	322	379	273	216	551	713	66	103	196	126	211	390	242	212	339	128	299	191	116	93	314	158	114	215	242	192	372	165	264	536
gene-HI_0645	947	1020	1075	1192	1201	962	977	1103	782	913	866	743	703	955	701	689	857	622	958	634	221	1221	802	1295	1110	673	933	818	754	872	1358	1310	1174
gene-HI_0646	4417	5021	4503	4544	4306	3466	3649	4025	3866	3166	3241	2992	5463	6732	5665	4839	8997	4747	5178	6850	2037	5042	4383	4909	5386	4832	6828	4266	5454	6099	5628	8140	7265
gene-HI_0647	753	676	692	861	759	591	846	726	836	302	452	509	324	413	635	310	288	351	399	484	294	493	302	846	442	323	606	482	463	640	538	757	906
gene-HI_0648	8805	8933	8681	5201	4681	3717	3992	4046	3984	2803	3294	4105	1062	1217	1561	1379	630	1738	1729	863	920	6572	4966	6961	1791	1596	2277	1663	2015	1562	2307	2834	2404
gene-HI_0649	4024	4368	4047	4193	3651	2775	3080	3499	2667	3549	3944	2171	3486	4411	2744	3095	3232	2658	2294	2240	315	4693	4106	3911	4502	2883	3020	4663	4351	3673	2665	2924	2606
gene-HI_0650	698	913	847	916	790	584	648	830	691	697	731	379	634	874	463	469	553	419	405	380	33	838	767	712	737	582	571	714	729	615	436	508	460
gene-HI_0651	1156	1247	1221	1382	1082	857	1025	1256	1104	942	1288	626	1168	1643	918	1189	1076	962	865	925	117	1380	1243	1094	1419	937	935	1610	1558	1140	793	1089	897
gene-HI_0652	3080	3307	3248	2690	2623	2104	2176	2398	2175	2079	2430	1572	1700	2137	1381	1094	1232	1095	1009	1247	328	2789	2504	3006	1823	1400	1804	1751	1548	1346	1288	1371	1469
gene-HI_0653	3393	3934	3802	3395	3313	2482	2546	2926	2790	2803	2835	1691	2546	3109	1948	2077	2980	1927	2055	2644	1641	4094	3628	3288	2976	2265	2610	2323	2505	1999	2454	2541	2278
gene-HI_0654	1161	1237	1028	1134	972	713	875	1022	867	419	680	638	558	544	913	1026	795	1575	819	1138	335	737	452	1058	565	413	783	629	574	790	564	704	1038
gene-HI_0655	1986	2116	1936	1981	2085	1635	1750	1976	1875	968	1519	1253	1338	1354	1711	2116	2075	2680	2210	2242	433	1463	1243	2164	1270	1087	1752	1233	1350	1587	1251	1723	2064
gene-HI_0656	2044	2295	2272	2185	2379	1788	1923	2253	2206	1890	2015	1234	1970	2287	1538	3003	3439	2441	2893	2376	388	2125	2070	2343	2102	1627	1810	1726	1878	1653	1538	1966	1747
gene-HI_0656.1	1623	1697	1757	1699	1712	1338	1580	1751	1685	1367	1778	1121	1377	1881	1071	2636	2746	2107	2432	2155	421	2049	1882	1843	1817	1307	1249	1456	1514	1095	1442	1660	1420
gene-HI_0658	7046	8062	7604	6772	7501	5950	6260	6540	5953	6438	7633	4765	5797	7307	4475	12122	12909	10569	10361	9415	2806	9057	8676	7981	6334	4807	5571	5344	5838	4338	5600	6420	5353
gene-HI_0659	203	277	261	325	281	256	236	306	279	361	383	192	648	803	460	4135	3134	3101	1986	2619	1876	579	375	294	487	308	258	565	532	343	609	648	501
gene-HI_0660	342	485	459	425	538	382	392	451	390	467	455	242	837	881	625	4584	3533	4215	2104	2546	3046	656	492	432	472	276	339	590	551	396	578	652	437
gene-HI_0661	1045	1440	1523	1144	1107	913	1141	1233	1238	741	920	691	864	1785	1508	1195	1120	1578	942	1504	1472	1353	667	1223	1399	821	1439	1290	838	2045	1580	951	1893
gene-HI_0663	772	965	971	573	683	564	701	844	660	705	889	630	314	421	391	174	254	334	255	167	184	1082	1001	1088	502	391	746	246	267	364	283	381	536
gene-HI_0664	1083	1135	1161	969	834	815	1014	1026	932	848	971	682	433	534	488	194	275	418	340	341	478	1286	1180	1296	565	517	917	352	405	553	497	623	739
gene-HI_0665	870	1124	1059	944	1066	922	891	840	818	1028	919	723	935	1928	1078	1779	1842	1626	1531	2195	585	1679	946	1018	1667	797	1079	2104	1596	1624	1797	1471	1465
gene-HI_0666	413	442	469	432	486	486	477	406	435	468	484	379	787	1146	589	1033	1298	1144	942	1509	502	802	707	612	942	602	508	1177	1342	885	1073	1085	873
gene-HI_0666.1	214	224	266	259	270	236	290	250	213	352	257	204	540	758	447	734	894	821	618	1151	588	501	480	321	623	413	334	856	947	603	637	844	519
gene-HI_0667	1249	1368	1221	984	983	926	993	1095	1098	795	625	641	7147	8767	7728	7357	6097	8212	5515	9081	2139	975	785	1136	6828	5698	7679	6926	8682	7655	4994	8119	7917
gene-HI_0668	1364	1643	1586	2553	2150	1646	2758	2421	2437	1232	1165	1316	643	2507	3290	3429	769	3690	1610	1888	1974	3568	599	2644	1927	573	3530	1863	725	3200	3384	684	3059
gene-HI_0669	1445	1882	1829	2071	2133	1361	1794	2525	2613	1100	1654	1109	4780	6256	4654	4434	3455	4736	3660	2164	453	1468	1148	2096	5610	3430	5870	6799	6284	5533	4578	4303	5871
gene-HI_0670	1433	1675	1840	1668	1914	1196	1554	2201	1989	1006	1330	904	3592	4513	4027	3214	2884	3609	2667	1760	391	1159	889	1749	4293	2412	4558	5080	4629	4390	3919	3221	4622
gene-HI_0671	1548	1728	1613	2502	2270	1654	1952	2530	1803	1123	1396	1126	992	1184	1395	967	612	1216	914	498	264	1723	1474	2192	1872	1060	1174	1792	1614	1133	1341	1262	1131
gene-HI_0672	2018	2168	2146	3259	2765	2164	2421	2875	2210	1000	1643	1540	671	852	1136	691	370	1115	570	434	348	1723	1208	2761	1127	702	1072	1178	1124	825	656	983	966
gene-HI_0673	696	864	790	1345	1096	834	972	1217	907	322	488	559	191	332	411	320	149	519	290	138	159	525	313	1018	448	230	443	506	416	355	356	337	454
gene-HI_0674	3073	3337	3515	5185	4516	3351	3950	4167	3480	3456	3673	2295	3071	3802	2350	2779	2118	2533	1993	2500	798	5208	4733	4271	4294	3090	2711	3418	3751	1943	2427	2690	2647
gene-HI_0675	6845	8444	7793	10962	10350	8378	9995	10875	10346	8101	8084	5415	13713	22718	12423	17418	19272	16770	13083	16040	1974	9349	9602	11503	15868	12931	12312	19108	26125	20973	13787	19301	18921
gene-HI_0676	2150	2614	2521	3635	3379	2532	2823	3374	2518	2416	3176	1532	2337	3111	1845	1757	2005	1625	2027	1664	381	3430	2774	2784	3055	2093	2270	2746	2760	2463	2362	2352	2176
gene-HI_0677	919	1212	1128	2049	1756	1400	1457	1924	1436	1214	1487	802	1022	1635	903	1046	1169	819	1095	1675	748	1717	1172	1522	1439	849	1060	1256	1241	1102	1102	1153	1173
gene-HI_0678	6392	7114	7126	7643	7717	5755	7231	7500	8062	6068	5526	4890	8841	11385	8531	8637	10048	7712	7618	6746	2012	7779	6841	8350	10870	8197	8618	9902	11661	10094	9198	10460	9311
gene-HI_0679	426	496	452	521	504	382	364	433	384	161	228	238	182	227	277	169	223	270	239	255	79	302	199	414	305	136	356	283	224	342	292	313	448
gene-HI_0680	1087	1185	1013	1153	1033	856	879	989	935	374	534	712	284	405	648	398	485	562	441	589	269	593	232	1192	456	209	868	526	330	825	663	527	968
gene-HI_0681	352	382	363	474	394	332	254	295	248	202	239	194	338	531	300	188	425	207	273	440	143	294	271	292	559	353	312	454	430	426	334	411	492
gene-HI_0682	14202	17771	15287	41961	30941	26668	22582	23782	17856	14116	19438	11852	2094	2753	1490	1429	2573	1260	6580	4604	1721	13469	14058	30669	2666	2496	3102	2269	2607	2859	6667	10757	9759
gene-HI_0683	1341	1655	1664	2201	1845	1726	3921	4113	2781	3556	4362	2327	3533	3230	8003	1831	2749	1872	1298	1142	423	3640	3123	3824	9280	10723	1559	1587	1297	1618	1544	1436	1380
gene-HI_0684	2100	2580	2186	3479	2779	2565	5503	5905	3751	6054	6932	3451	5630	4675	12899	2961	4262	3053	1521	1529	277	4781	4722	5859	11077	14785	2109	2025	1872	2079	1515	1617	1507
gene-HI_0685	2956	2983	3171	5152	3786	3597	8877	8179	5645	7109	9738	5743	7215	6652	21693	4914	5809	6200	2039	2531	645	6143	6831	8889	11827	20679	2674	2872	3085	3456	2022	2479	2238
gene-HI_0686	6247	6106	5474	15957	13451	10993	13194	13956	11601	3170	4805	7390	11658	10674	40113	7233	6629	10842	4352	3162	1115	3700	3380	12363	17442	15206	24784	7136	7875	14741	5228	6857	14046
gene-HI_0687	504	614	576	2136	1622	1222	1410	1911	1414	227	352	784	289	500	2220	475	183	868	222	110	62	269	140	1054	506	438	1528	333	239	1000	540	274	1093
gene-HI_0688	238	248	251	928	667	527	640	722	609	125	148	314	312	506	1241	449	147	543	150	121	53	174	102	485	439	455	779	242	259	734	452	205	624
gene-HI_0689	5794	6858	6194	11480	10259	9267	11401	10825	10448	9160	8464	6752	22182	39025	22169	18892	19311	15580	11546	14976	4659	11074	9746	11191	34469	25993	20623	20336	23042	19505	13130	16356	14912
gene-HI_0690	1821	1953	1656	5025	4456	3565	6866	6824	6121	3498	3013	1848	22299	44976	21352	23697	43738	21640	12618	20519	3840	3897	4315	3622	30017	28414	17468	26480	41561	42371	16538	29458	26991
gene-HI_0691	3147	3321	2605	7311	7439	6016	11901	11637	10571	5529	4717	3302	40512	78570	42866	48124	80194	49471	23973	36571	6990	6873	7703	6432	52530	48347	31882	50023	73575	80881	32417	50966	51741
gene-HI_0692	792	853	932	1186	1081	879	973	1124	880	1217	1396	536	968	1476	560	979	788	571	687	957	198	1881	1651	992	1576	1062	635	1370	1221	497	883	986	647
gene-HI_0693	77355	87952	77978	101066	101327	77668	77697	76301	76863	78043	74339	62862	76759	93028	55238	62570	50244	42400	42683	49117	17232	127358	101380	89204	102478	74470	74106	86222	102594	61592	50100	57453	50629
gene-HI_0694	630	718	627	516	453	329	346	403	377	384	471	245	363	477	332	399	375	334	318	388	246	688	462	475	459	325	398	422	427	336	412	340	494
gene-HI_0695	6083	6797	6064	8554	7005	5440	6139	6581	6986	6494	8044	4648	5282	6375	3219	3901	4055	3138	4728	2678	573	10077	9007	7602	7176	5499	4964	5651	6422	3875	5476	6200	4412
gene-HI_0696	19252	22091	20477	17153	18356	14244	14092	17518	16349	15104	19610	11729	8429	11117	6898	6703	7333	6175	8729	6178	1993	23754	18200	18421	11990	8634	10768	9443	9610	6896	10180	10739	8900
gene-HI_0698	10428	10738	9338	8700	9782	7106	7323	8199	6764	6881	9804	6146	3648	4531	3865	3342	3248	3387	3386	3625	1332	10385	8359	10869	4876	3758	5128	3709	4046	3075	3814	4960	4477
gene-HI_0699	17171	18118	20997	19355	20939	15864	17091	18786	19811	14035	14574	11090	11287	14934	12337	9071	8548	9716	8670	11582	8633	21064	17609	21401	15414	11937	15605	11251	11643	11130	12646	11200	13296
gene-HI_0700	1495	1491	1234	1673	1961	1301	1609	1740	1909	1628	1626	1048	1560	2064	1544	1511	1307	1321	1367	1680	679	2105	1716	2113	2084	1333	1739	1915	1855	1583	1864	1748	1715
gene-HI_0701	2869	3246	2868	3495	3093	2248	2779	2591	2686	2245	2648	2051	2426	2772	2021	2496	2501	2473	2569	2342	867	3711	3132	3249	2877	2200	2681	2808	2976	2265	3159	3371	2931
gene-HI_0702	2329	2817	2524	2995	2802	2234	2632	2497	2516	2204	2743	1712	2278	3112	1771	2524	3158	2256	2714	2358	292	3325	2912	2760	2975	2219	2126	3202	3410	2532	3138	3650	2898
gene-HI_0703	2038	2171	2018	2246	2256	1704	2042	2180	1986	1068	1491	1298	879	1209	1138	976	1084	1227	1148	994	419	1561	1348	2099	1127	818	1381	1165	1168	1404	1402	1742	1879
gene-HI_0704	486	725	639	770	839	642	580	730	617	471	567	392	447	534	341	315	367	333	360	252	59	683	527	663	475	368	573	515	482	527	385	516	557
gene-HI_0706	7758	8921	8293	8837	8754	7498	7594	8682	7309	5120	7004	5234	4522	6775	4597	4236	5402	4209	4535	3963	2308	7361	6343	9208	5840	4478	6957	5017	5776	6291	5093	6977	6922
gene-HI_0707	9654	11061	10147	10308	8923	7065	8215	8452	7084	7756	9031	5763	5989	8204	4735	6459	5847	6253	5836	7753	2807	10778	10418	9452	8596	6361	6037	8206	8819	5899	7195	7896	6778
rna-HI_t17	190	220	208	163	138	127	123	146	128	121	130	80	91	176	110	120	181	130	128	204	103	176	198	130	178	125	98	187	162	140	185	185	149
gene-HI_0708	2084	2417	2091	2651	2464	1885	2089	2436	2262	1269	1487	1256	1586	2186	2400	1510	2052	2184	1320	2608	1336	1774	1265	2309	1838	1316	2619	1685	1596	2643	1637	1727	2611
gene-HI_0709	3678	3945	3703	4323	4300	3296	3904	4208	3550	3510	3756	2085	4836	6537	3839	3773	5952	3689	3643	4751	802	4565	3960	4253	5527	4158	5001	4503	4635	4895	4310	4744	4295
gene-HI_0710	1127	1803	1688	1543	1673	1405	1265	1549	1526	1745	1551	732	898	2452	968	1457	1306	1266	1543	2148	902	2223	1017	1523	2204	720	1262	2039	1203	1307	1528	1252	1367
